"ID","Source","Family","Species","CommonName","Island","FirstRecorded","Notes"
"1820","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus neomaritimus Beardsley",NULL,"Yap","1950",NULL
"1821","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus neomaritimus Beardsley",NULL,"Saipan","1946",NULL
"1822","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus neomaritimus Beardsley",NULL,"Guam","1936",NULL
"1823","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus neomaritimus Beardsley",NULL,"Yap","1950",NULL
"1824","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus neomaritimus Beardsley",NULL,"Wena(Moen)","1952",NULL
"1825","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Saipan","1945",NULL
"1826","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Tinian","1945",NULL
"1827","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Rota","1937",NULL
"1828","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Eauripik","1958",NULL
"1829","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Nukuoru","1946",NULL
"1830","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Satawan","1952",NULL
"1831","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Fefan","1946",NULL
"1832","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Kusaie","1946",NULL
"1833","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Wotho","1952",NULL
"1834","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Ujae","1952",NULL
"1835","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Kwajalein","1946",NULL
"1836","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Jaluit","1958",NULL
"1837","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Namorik","1953",NULL
"1838","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Utirik","1951",NULL
"1839","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Ailuk","1951",NULL
"1840","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Likiep","1946",NULL
"1841","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Majuro","1946",NULL
"1842","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Arno","1950",NULL
"1843","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Mili","1953",NULL
"1844","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus orchidicola Takahashi",NULL,"Tarawa","1956",NULL
"1845","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus pandanicola Takahashi",NULL,"Babelthuap","1947",NULL
"1846","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus pandanicola Takahashi",NULL,"Koror","1945",NULL
"1847","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus solomonensis Williams",NULL,"Babelthuap","1946",NULL
"1848","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus solomonensis Williams",NULL,"Koror","1947",NULL
"1849","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus solomonensis Williams",NULL,"Yap","1950",NULL
"1850","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus solomonensis Williams",NULL,"Wena(Moen)","1948",NULL
"1851","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus solomonensis Williams",NULL,"Tonoas(Dublon)","1946",NULL
"1852","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus solomonensis Williams",NULL,"Ponape","1953",NULL
"1853","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus trukensis Beardsley",NULL,"Wena(Moen)","1954",NULL
"1854","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus trukensis Beardsley",NULL,"Faraulep","1952",NULL
"1855","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus trukensis Beardsley",NULL,"Tonoas(Dublon)","1946",NULL
"1856","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus trukensis Beardsley",NULL,"Ton(Tol)","1953",NULL
"1857","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus trukensis Beardsley",NULL,"Ponape","1950",NULL
"1858","Insects of Micronesia 6(7)","Pseudococcidae","Pseudococcus yapensis Beardsley",NULL,"Yap","1950",NULL
"1859","Insects of Micronesia 6(7)","Pseudococcidae","Rhizoecus advenus Beardsley",NULL,"Oahu","1959",NULL
"1860","Insects of Micronesia 6(7)","Pseudococcidae","Rhizoecus advenus Beardsley",NULL,"Ton(Tol)","1953",NULL
"1861","Insects of Micronesia 6(7)","Pseudococcidae","Rhizoecus carolinensis Beardsley",NULL,"Kusaie","1953",NULL
"1862","Insects of Micronesia 6(7)","Pseudococcidae","Rhizoecus carolinensis Beardsley",NULL,"Ton(Tol)","1953",NULL
"1863","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Saipan","1946",NULL
"1864","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Tinian","1946",NULL
"1865","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Rota","1946",NULL
"1866","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Guam","1936",NULL
"1867","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Babelthuap","1947",NULL
"1868","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Koror","1946",NULL
"1869","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Yap","1949",NULL
"1870","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Ulithi","1956",NULL
"1871","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Nukuoru","1946",NULL
"1872","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Fefan","1946",NULL
"1873","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Tonoas(Dublon)","1946",NULL
"1874","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Ton(Tol)","1946",NULL
"1875","Insects of Micronesia 6(7)","Pseudococcidae","Saccharicoccus sacchari (Cockerell)",NULL,"Ponape","1946",NULL
"1876","Insects of Micronesia 6(7)","Pseudococcidae","Trionymus palauensis Beardsley",NULL,"Koror","1956",NULL
"1877","Insects of Micronesia 6(7)","Pseudococcidae","Trionymus townesi Beardsley",NULL,"Tinian","1946",NULL
"1878","Insects of Micronesia 6(7)","Pseudococcidae","Turbinococcus pandanicola (Takahashi)",NULL,"Koror","1937",NULL
"1879","Insects of Micronesia 6(7)","Pseudococcidae","Turbinococcus pandanicola (Takahashi)",NULL,"Ngurukdabel(Urukthapel)","1958",NULL
"1880","Insects of Micronesia 6(7)","Coccidae","Ceroplastes cirripediformis Comstock",NULL,"Wake","1959",NULL
"1881","Insects of Micronesia 6(7)","Coccidae","Ceroplastes cirripediformis Comstock",NULL,"Eniwetok","1957",NULL
"1882","Insects of Micronesia 6(7)","Coccidae","Ceroplastes cirripediformis Comstock",NULL,"Kwajalein","1958",NULL
"1883","Insects of Micronesia 6(7)","Coccidae","Ceroplastes floridensis Comstock",NULL,"Bonin","1909",NULL
"1884","Insects of Micronesia 6(7)","Coccidae","Ceroplastes floridensis Comstock",NULL,"Rota","1936",NULL
"1885","Insects of Micronesia 6(7)","Coccidae","Ceroplastes floridensis Comstock",NULL,"Guam","1946",NULL
"1886","Insects of Micronesia 6(7)","Coccidae","Ceroplastes floridensis Comstock",NULL,"Koror","1939",NULL
"1887","Insects of Micronesia 6(7)","Coccidae","Ceroplastes floridensis Comstock",NULL,"Ulebsehel(Auluptagel)","1956",NULL
"1888","Insects of Micronesia 6(7)","Coccidae","Ceroplastes floridensis Comstock",NULL,"Peleliu","1945",NULL
"1889","Insects of Micronesia 6(7)","Coccidae","Ceroplastes pseudoceriferus Green",NULL,"Ulebsehel(Auluptagel)","1956",NULL
"1890","Insects of Micronesia 6(7)","Coccidae","Ceroplastes rubens Maskell",NULL,"Saipan","1946",NULL
"1891","Insects of Micronesia 6(7)","Coccidae","Ceroplastes rubens Maskell",NULL,"Rota","1946",NULL
"1892","Insects of Micronesia 6(7)","Coccidae","Ceroplastes rubens Maskell",NULL,"Guam","1938",NULL
"1893","Insects of Micronesia 6(7)","Coccidae","Ceroplastes rubens Maskell",NULL,"Ngaiangl(Kayangel)","1956",NULL
"1894","Insects of Micronesia 6(7)","Coccidae","Ceroplastes rubens Maskell",NULL,"Koror","1953",NULL
"1895","Insects of Micronesia 6(7)","Coccidae","Coccus acuminatus (Signoret)",NULL,"Guam","1936",NULL
"1896","Insects of Micronesia 6(7)","Coccidae","Coccus acuminatus (Signoret)",NULL,"Koror","1953",NULL
"1897","Insects of Micronesia 6(7)","Coccidae","Coccus acuminatus (Signoret)",NULL,"Ngerkabesang","1953",NULL
"1898","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Saipan","1946",NULL
"1899","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Tinian","1946",NULL
"1900","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Guam","1937",NULL
"1901","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Babelthuap","1953",NULL
"1902","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Koror","1953",NULL
"1903","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Ngurukdabel(Urukthapel)","1953",NULL
"1904","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Faraulep","1963",NULL
"1905","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Kwajalein","1958",NULL
"1906","Insects of Micronesia 6(7)","Coccidae","Coccus elongatus (Signoret)",NULL,"Majuro","1958",NULL
"1907","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Saipan","1946",NULL
"1908","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Koror","1958",NULL
"1909","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Peleliu","1946",NULL
"1910","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Yap","1952",NULL
"1911","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Nukuoru","1946",NULL
"1912","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Tonoas(Dublon)","1952",NULL
"1913","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Eniwetok","1946",NULL
"1914","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Ujelang","1953",NULL
"1915","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Wotho","1953",NULL
"1916","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Rongelap","1953",NULL
"1917","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Kwajalein","1946",NULL
"1918","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Namu","1953",NULL
"1919","Insects of Micronesia 6(7)","Coccidae","Coccus hesperidum Linnaeus",NULL,"Majuro","1946",NULL
"1920","Insects of Micronesia 6(7)","Coccidae","Coccus mangiferae (Green)",NULL,"Babelthuap","1953",NULL
"1921","Insects of Micronesia 6(7)","Coccidae","Coccus mangiferae (Green)",NULL,"Koror","1952",NULL
"1922","Insects of Micronesia 6(7)","Coccidae","Coccus moestus De Lotto",NULL,"Guam","1946",NULL
"1923","Insects of Micronesia 6(7)","Coccidae","Coccus moestus De Lotto",NULL,"Babelthuap","1947",NULL
"1924","Insects of Micronesia 6(7)","Coccidae","Coccus moestus De Lotto",NULL,"Koror","1954",NULL
"1925","Insects of Micronesia 6(7)","Coccidae","Coccus moestus De Lotto",NULL,"Peleliu","1946",NULL
"1926","Insects of Micronesia 6(7)","Coccidae","Coccus moestus De Lotto",NULL,"Woleai","1964",NULL
"1927","Insects of Micronesia 6(7)","Coccidae","Coccus moestus De Lotto",NULL,"Wena(Moen)","1949",NULL
"1928","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Saipan","1946",NULL
"1929","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Tinian","1946",NULL
"1930","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Guam","1953",NULL
"1931","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Babelthuap","1946",NULL
"1932","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Yap","1946",NULL
"1933","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Wena(Moen)","1952",NULL
"1934","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Ton(Tol)","1946",NULL
"1935","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Ponape","1946",NULL
"1936","Insects of Micronesia 6(7)","Coccidae","Coccus viridis (Green)",NULL,"Ocean Island","1957",NULL
"1937","Insects of Micronesia 6(7)","Coccidae","Eucalymnatus tessellatus (Signoret)",NULL,"Babelthuap","1953",NULL
"1938","Insects of Micronesia 6(7)","Coccidae","Eucalymnatus tessellatus (Signoret)",NULL,"Koror","1953",NULL
"1939","Insects of Micronesia 6(7)","Coccidae","Eucalymnatus tessellatus (Signoret)",NULL,"Wena(Moen)","1946",NULL
"1940","Insects of Micronesia 6(7)","Coccidae","Eucalymnatus tessellatus (Signoret)",NULL,"Ponape","1953",NULL
"1941","Insects of Micronesia 6(7)","Coccidae","Eucalymnatus tessellatus (Signoret)",NULL,"Kusaie","1946",NULL
"1942","Insects of Micronesia 6(7)","Coccidae","Paralecanium carolinensis Beardsley",NULL,"Losap","1952",NULL
"1943","Insects of Micronesia 6(7)","Coccidae","Paralecanium carolinensis Beardsley",NULL,"Nomwin","1954",NULL
"1944","Insects of Micronesia 6(7)","Coccidae","Paralecanium carolinensis Beardsley",NULL,"Ton(Tol)","1952",NULL
"1945","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Iwo Jima","1958",NULL
"1946","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Guam","1939",NULL
"1947","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Babelthuap","1947",NULL
"1948","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Koror","1948",NULL
"1949","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Wena(Moen)","1953",NULL
"1950","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Fefan","1946",NULL
"1951","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Ponape","1949",NULL
"1952","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Kusaie","1946",NULL
"1953","Insects of Micronesia 6(7)","Coccidae","Pulvinaria psidii Maskell",NULL,"Jaluit","1946",NULL
"1954","Insects of Micronesia 6(7)","Coccidae","Pulvinaria thespesiae Green",NULL,"Wena(Moen)","1949",NULL
"1955","Insects of Micronesia 6(7)","Coccidae","Pulvinaria urbicola Cockerell",NULL,"Saipan","1937",NULL
"1956","Insects of Micronesia 6(7)","Coccidae","Pulvinaria urbicola Cockerell",NULL,"Guam","1939",NULL
"1957","Insects of Micronesia 6(7)","Coccidae","Pulvinaria urbicola Cockerell",NULL,"Sorol","1958",NULL
"1958","Insects of Micronesia 6(7)","Coccidae","Pulvinaria urbicola Cockerell",NULL,"Lamotrek","1950",NULL
"1959","Insects of Micronesia 6(7)","Coccidae","Pulvinaria urbicola Cockerell",NULL,"Faraulep","1964",NULL
"1960","Insects of Micronesia 6(7)","Coccidae","Saissetia coffeae (Walker)",NULL,"Tinian","1946",NULL
"1961","Insects of Micronesia 6(7)","Coccidae","Saissetia coffeae (Walker)",NULL,"Guam","1953",NULL
"1962","Insects of Micronesia 6(7)","Coccidae","Saissetia coffeae (Walker)",NULL,"Babelthuap","1946",NULL
"1963","Insects of Micronesia 6(7)","Coccidae","Saissetia coffeae (Walker)",NULL,"Yap","1952",NULL
"1964","Insects of Micronesia 6(7)","Coccidae","Saissetia coffeae (Walker)",NULL,"Eniwetok","1957",NULL
"1965","Insects of Micronesia 6(7)","Coccidae","Saissetia coffeae (Walker)",NULL,"Kwajalein","1956",NULL
"1966","Insects of Micronesia 6(7)","Coccidae","Saissetia coffeae (Walker)",NULL,"Majuro","1946",NULL
"1967","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Iwo Jima","1958",NULL
"1968","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Saipan","1946",NULL
"1969","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Tinian","1946",NULL
"1970","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Guam","1911",NULL
"1971","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Koror","1948",NULL
"1972","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Peleliu","1945",NULL
"1973","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Angaur","1949",NULL
"1974","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Yap","1949",NULL
"1975","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Wena(Moen)","1946",NULL
"1976","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Ton(Tol)","1946",NULL
"1977","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Tonoas(Dublon)","1952",NULL
"1978","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Kusaie","1946",NULL
"1979","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Tarawa","1956",NULL
"1980","Insects of Micronesia 6(7)","Coccidae","Saissetia nigra (Nietner)",NULL,"Butaritari","1957",NULL
"1981","Insects of Micronesia 6(7)","Coccidae","Saissetia oleae (Bernard)",NULL,"Saipan","1946",NULL
"1982","Insects of Micronesia 6(7)","Coccidae","Saissetia oleae (Bernard)",NULL,"Guam","1945",NULL
"1983","Insects of Micronesia 6(7)","Coccidae","Saissetia oleae (Bernard)",NULL,"Koror","1953",NULL
"1984","Insects of Micronesia 6(7)","Coccidae","Saissetia oleae (Bernard)",NULL,"Ngerkabesang","1946",NULL
"1985","Insects of Micronesia 6(7)","Coccidae","Saissetia oleae (Bernard)",NULL,"Peleliu","1946",NULL
"1986","Insects of Micronesia 6(7)","Coccidae","Saissetia oleae (Bernard)",NULL,"Wena(Moen)","1954",NULL
"1987","Insects of Micronesia 6(7)","Coccidae","Saissetia oleae (Bernard)",NULL,"Ujelang","1953",NULL
"1988","Insects of Micronesia 6(7)","Coccidae","Vinsonia stellifera (Westwood)",NULL,"Koror","1946",NULL
"1989","Insects of Micronesia 6(7)","Coccidae","Vinsonia stellifera (Westwood)",NULL,"Angaur","1949",NULL
"1990","Insects of Micronesia 6(7)","Coccidae","Vinsonia stellifera (Westwood)",NULL,"Ponape","1946",NULL
"1991","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium bambusae (Boisduval)",NULL,"Tinian","1946",NULL
"1992","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium bambusae (Boisduval)",NULL,"Guam","1946",NULL
"1993","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium bambusae (Boisduval)",NULL,"Ngerkabesang","1947",NULL
"1994","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium coronatum Green",NULL,"Koror","1953",NULL
"1995","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium coronatum Green",NULL,"Ngerkabesang","1946",NULL
"1996","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium miliaris (Boisduval)",NULL,"Tinian","1946",NULL
"1997","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium miliaris (Boisduval)",NULL,"Guam","1945",NULL
"1998","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium miliaris (Boisduval)",NULL,"Koror","1947",NULL
"1999","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium miliaris (Boisduval)",NULL,"Ngerkabesang","1946",NULL
"2000","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium miliaris (Boisduval)",NULL,"Ponape","1946",NULL
"2001","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium pseudomiliaris Green",NULL,"Guam","1952",NULL
"2002","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium pseudomiliaris Green",NULL,"Ponape","1946",NULL
"2003","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium pustulans (Cockerell)",NULL,"Guam","1927",NULL
"2004","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium pustulans (Cockerell)",NULL,"Koror","1953",NULL
"2005","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium pustulans (Cockerell)",NULL,"Wena(Moen)","1954",NULL
"2006","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium pustulans (Cockerell)",NULL,"Likiep","1946",NULL
"2007","Insects of Micronesia 6(7)","Asterolecaniidae","Asterolecanium pustulans (Cockerell)",NULL,"Majuro","1958",NULL
