"ID","Source","Family","Species","CommonName","Island","FirstRecorded","Notes"
"4583","insects of Micronesia 8(4)","Lepidopsocidae","Cytophania marginata Thorton,Lee and Chui",NULL,"Guam","1958",NULL
"4584","insects of Micronesia 8(4)","Lepidopsocidae","Echmepteryx (Thylacopsis) lunulata Thornton,Lee and Chui",NULL,"Hawii","1961",NULL
"4585","insects of Micronesia 8(4)","Lepidopsocidae","Echmepteryx (Thylacopsis) lunulata Thornton,Lee and Chui",NULL,"Bonin Is.","1940",NULL
"4586","insects of Micronesia 8(4)","Lepidopsocidae","Echmepteryx (Thylacopsis) lunulata Thornton,Lee and Chui",NULL,"Saipan","1945",NULL
"4587","insects of Micronesia 8(4)","Lepidopsocidae","Echmepteryx (Thylacopsis) lunulata Thornton,Lee and Chui",NULL,"Guam","1945",NULL
"4588","insects of Micronesia 8(4)","Lepidopsocidae","Echmepteryx (Thylacopsis) lunulata Thornton,Lee and Chui",NULL,"Babelthuap","1952",NULL
"4589","insects of Micronesia 8(4)","Lepidopsocidae","Echmepteryx (Thylacopsis) lunulata Thornton,Lee and Chui",NULL,"Yap","1950",NULL
"4590","insects of Micronesia 8(4)","Lepidopsocidae","Echmepteryx  (Thylacopsis) madagascariensis (kolbe)",NULL,"Bonin Is.","1951",NULL
"4591","insects of Micronesia 8(4)","Lepidopsocidae","Echmepteryx  (Thylacopsis) madagascariensis (kolbe)",NULL,"Saipan","1945",NULL
"4592","insects of Micronesia 8(4)","Lepidopsocidae","Echmepteryx (Thylacopsis) picticeps Thornton,Lee and Chui",NULL,"Saipan","1945",NULL
"4593","insects of Micronesia 8(4)","Lepidopsocidae","Echmepteryx (Thylacopsis) picticeps Thornton,Lee and Chui",NULL,"Tinian","1945",NULL
"4594","insects of Micronesia 8(4)","Lepidopsocidae","Echmepteryx dybasi Thornton<Lee and Chui",NULL,"Saipan","1945",NULL
"4595","insects of Micronesia 8(4)","Lepidopsocidae","Echmepteryx (Thylacopsis)carolinenesis Thornton,Lee and Chui",NULL,"Palau","1954",NULL
"4596","insects of Micronesia 8(4)","Lepidopsocidae","Echmepteryx (Thylacopsis)carolinenesis Thornton,Lee and Chui",NULL,"Yap","1952",NULL
"4597","insects of Micronesia 8(4)","Lepidopsocidae","Echmepteryx (Thylacopsis)carolinenesis Thornton,Lee and Chui",NULL,"Truk","1940",NULL
"4598","insects of Micronesia 8(4)","Lepidopsocidae","Echmepteryx (Thylacopsis)carolinenesis Thornton,Lee and Chui",NULL,"Ponape","1950",NULL
"4599","insects of Micronesia 8(4)","Lepidopsocidae","Lepidopsocus maculatus Thornton,Lee and Chui",NULL,"Hawaii","1945",NULL
"4600","insects of Micronesia 8(4)","Lepidopsocidae","Lepidopsocus maculatus Thornton,Lee and Chui",NULL,"Saipan","1945",NULL
"4601","insects of Micronesia 8(4)","Lepidopsocidae","Lepidopsocus maculatus Thornton,Lee and Chui",NULL,"Tinian","1945",NULL
"4602","insects of Micronesia 8(4)","Lepidopsocidae","Lepidopsocus pretiosus (Banks )",NULL,"Pagan","1940",NULL
"4603","insects of Micronesia 8(4)","Lepidopsocidae","Lepidopsocus pretiosus (Banks )",NULL,"Saipan","1951",NULL
"4604","insects of Micronesia 8(4)","Lepidopsocidae","Lepidopsocus pretiosus (Banks )",NULL,"Tinian","1945",NULL
"4605","insects of Micronesia 8(4)","Lepidopsocidae","Lepidopsocus pretiosus (Banks )",NULL,"Guam","1950",NULL
"4606","insects of Micronesia 8(4)","Lepidopsocidae","Lepidopsocus pretiosus (Banks )",NULL,"Yap","1950",NULL
"4607","insects of Micronesia 8(4)","Lepidopsocidae","Lepidopsocus pretiosus (Banks )",NULL,"Ponape","1950",NULL
"4608","insects of Micronesia 8(4)","Lepidopsocidae","Lepidopsocus pretiosus (Banks )",NULL,"Caroline Atolls","1953",NULL
"4609","insects of Micronesia 8(4)","Lepidopsocidae","Lepidopsocus pretiosus (Banks )",NULL,"Kusaie","1953",NULL
"4610","insects of Micronesia 8(4)","Lepidopsocidae","Lepidopsocus pretiosus (Banks )",NULL,"Marshall Is.","1950",NULL
"4611","insects of Micronesia 8(4)","Lepidopsocidae","Lepidopsocus pallidus Thornton,Lee and Chui",NULL,"Saipan","1945",NULL
"4612","insects of Micronesia 8(4)","Lepidopsocidae","Nepticulomina bothriata Thornto,Lee and Chui",NULL,"Koror","1952",NULL
"4613","insects of Micronesia 8(4)","Lepidopsocidae","Nepticulomina bothriata Thornto,Lee and Chui",NULL,"Yap","1951",NULL
"4614","insects of Micronesia 8(4)","Lepidopsocidae","Nepticulomina lineatus Thornton,Lee and Chui",NULL,"Tinian","1945",NULL
"4615","insects of Micronesia 8(4)","Lepidopsocidae","Soa dahliana Enderlein",NULL,"Guam","1945",NULL
"4616","insects of Micronesia 8(4)","Psoquillidae","Rhyopsocus pandanicola Thornto, Lee and Chui",NULL,"Saipan","1945",NULL
"4617","insects of Micronesia 8(4)","Psoquillidae","Rhyopsocus pandanicola Thornto, Lee and Chui",NULL,"Guam","1945",NULL
"4618","insects of Micronesia 8(4)","Psoquillidae","Rhyopsocus pandanicola Thornto, Lee and Chui",NULL,"Tinian","1945",NULL
"4619","insects of Micronesia 8(4)","Psyllipsocidae","Psyllipsocus ramburi Selys-Longchamps",NULL,"Guam","1945",NULL
"4620","insects of Micronesia 8(4)","Pachytroctidae","Pachytroctes insularis Thornton,Lee and Chui",NULL,"Saipan","1944",NULL
"4621","insects of Micronesia 8(4)","Pachytroctidae","Pachytroctes insularis Thornton,Lee and Chui",NULL,"Tinian","1945",NULL
"4622","insects of Micronesia 8(4)","Pachytroctidae","Tapinella formosa Enderlein",NULL,"Saipan","1944",NULL
"4623","insects of Micronesia 8(4)","Pachytroctidae","Tapinella formosa Enderlein",NULL,"Tinian","1945",NULL
"4624","insects of Micronesia 8(4)","Pachytroctidae","Tapinella pictipenna Thornton ,Lee and Chui",NULL,"Saipan","1945",NULL
"4625","insects of Micronesia 8(4)","Pachytroctidae","Tapinella pictipenna Thornton ,Lee and Chui",NULL,"Philippines","1965",NULL
"4626","insects of Micronesia 8(4)","Caiciliidae","Caecilius analis Banks",NULL,"Pagan","1951",NULL
"4627","insects of Micronesia 8(4)","Caiciliidae","Caecilius analis Banks",NULL,"Saipan","1945",NULL
"4628","insects of Micronesia 8(4)","Caiciliidae","Caecilius analis Banks",NULL,"Tinian","1945",NULL
"4629","insects of Micronesia 8(4)","Caiciliidae","Caecilius analis Banks",NULL,"Rota","1951",NULL
"4630","insects of Micronesia 8(4)","Caiciliidae","Caecilius analis Banks",NULL,"Kusaie","1953",NULL
"4631","insects of Micronesia 8(4)","Caiciliidae","Caecilius analis Banks",NULL,"Ponape","1937",NULL
"4632","insects of Micronesia 8(4)","Caiciliidae","Caecilius analis Banks",NULL,"Marshall Is.","1953",NULL
"4633","insects of Micronesia 8(4)","Caiciliidae","Caecilius arotellus Banks",NULL,"Guam","1942",NULL
"4634","insects of Micronesia 8(4)","Caiciliidae","Caecilius casarum Badonnel",NULL,"Saipan","1944",NULL
"4635","insects of Micronesia 8(4)","Caiciliidae","Caecilius casarum Badonnel",NULL,"Tinian","1945",NULL
"4636","insects of Micronesia 8(4)","Caiciliidae","Caecilius casarum Badonnel",NULL,"Yap","1950",NULL
"4637","insects of Micronesia 8(4)","Caiciliidae","Caecilius casarum Badonnel",NULL,"Caroline Atolls","1952",NULL
"4638","insects of Micronesia 8(4)","Caiciliidae","Caecilius casarum Badonnel",NULL,"Marshall Is.","1945",NULL
"4639","insects of Micronesia 8(4)","Caiciliidae","Caecilius casarum Badonnel",NULL,"Gilbert Is.","1957",NULL
"4640","insects of Micronesia 8(4)","Caiciliidae","Caecilius novoguinensis Enderlein",NULL,"Bonin Is.","1958",NULL
"4641","insects of Micronesia 8(4)","Caiciliidae","Caecilius novoguinensis Enderlein",NULL,"Koror","1952",NULL
"4642","insects of Micronesia 8(4)","Caiciliidae","Caeclius apicatus Thornton,Lee and Chui",NULL,"Truk","1953",NULL
"4643","insects of Micronesia 8(4)","Caiciliidae","Caecilius fuscipennis Thornton,Lee and Chui",NULL,"Palau","1952",NULL
"4644","insects of Micronesia 8(4)","Caiciliidae","Caecilius fuscipennis Thornton,Lee and Chui",NULL,"Babelthuap","1952",NULL
"4645","insects of Micronesia 8(4)","Caiciliidae","Caecilius fuscipennis Thornton,Lee and Chui",NULL,"Yap","1952",NULL
"4646","insects of Micronesia 8(4)","Caiciliidae","Caeclius Kraussei Thornton,Lee and Chui",NULL,"Tobi Is.","1952",NULL
"4647","insects of Micronesia 8(4)","Caiciliidae","Caeclius Kraussei Thornton,Lee and Chui",NULL,"Caroline Atolls","1952",NULL
"4648","insects of Micronesia 8(4)","Caiciliidae","Caecilius leuroceps Thornrton,Lee and Chui",NULL,"Guam","1957",NULL
"4649","insects of Micronesia 8(4)","Caiciliidae","Caecilius leuroceps Thornrton,Lee and Chui",NULL,"Saipan","1940",NULL
"4650","insects of Micronesia 8(4)","Caiciliidae","Caeclius marginatus Tornton,Lee and Chui",NULL,"Koror","1953",NULL
"4651","insects of Micronesia 8(4)","Caiciliidae","Caecilius marianus Thornton,Lee and Chui",NULL,"Guam","1945",NULL
"4652","insects of Micronesia 8(4)","Caiciliidae","Caeclius Pseudanalis Thornton ,Lee and Chui",NULL,"Gilbert Is.","1957",NULL
"4653","insects of Micronesia 8(4)","Caiciliidae","Caeclius Pseudanalis Thornton ,Lee and Chui",NULL,"Ocean Is.","1957",NULL
"4654","insects of Micronesia 8(4)","Caiciliidae","Caecilius trukensis Thornron,Lee and Chui",NULL,"Truk","1954",NULL
"4655","insects of Micronesia 8(4)","Philotarsidae","Aaroniella gressitti Thornton,Lee and Chui",NULL,"Palau","1954",NULL
"4656","insects of Micronesia 8(4)","Philotarsidae","Aaroniella gressitti Thornton,Lee and Chui",NULL,"Yap","1952",NULL
"4657","insects of Micronesia 8(4)","Philotarsidae","Aaroniella gressitti Thornton,Lee and Chui",NULL,"Ponape","1952",NULL
"4658","insects of Micronesia 8(4)","Philotarsidae","Aaroniella gressitti Thornton,Lee and Chui",NULL,"Kusaie","1963",NULL
"4659","insects of Micronesia 8(4)","Philotarsidae","Aaroniella trukensis Thornton,Lee and Chui",NULL,"Truk","1953",NULL
"4660","insects of Micronesia 8(4)","Philotarsidae","Haplophallus boninensis Thornton,Lee and Chui",NULL,"Bonin Is","1958",NULL
"4661","insects of Micronesia 8(4)","Philotarsidae","Haplophallus boninensis Thornton,Lee and Chui",NULL,"Volcano Is.","1956",NULL
"4662","insects of Micronesia 8(4)","Philotarsidae","Haplophallus fuscistigma Thornton,Lee and Chui",NULL,"Saipan","1945",NULL
"4663","insects of Micronesia 8(4)","Lachisillidae","Lachesilla pedicularia (L.)",NULL,"Saipan","1945",NULL
"4664","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocopsis cryptomeriae (Enderlein)",NULL,"Saipan","1945",NULL
"4665","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocopsis cryptomeriae (Enderlein)",NULL,"Tinian","1945",NULL
"4666","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus briggsi McLachlan",NULL,"Saipan","1945",NULL
"4667","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus fullawayi Enderlein",NULL,"Wake atoll","1957",NULL
"4668","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus maindroni Badonnel",NULL,"Saipan","1945",NULL
"4669","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus maindroni Badonnel",NULL,"Tinian","1945",NULL
"4670","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus maindroni Badonnel",NULL,"Koror","1957",NULL
"4671","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus maindroni Badonnel",NULL,"Kusaie","1953",NULL
"4672","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus maindroni Badonnel",NULL,"Marshall Is.","1944",NULL
"4673","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus maindroni Badonnel",NULL,"Gilbert Is.","1957",NULL
"4674","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus pumiles (Banks)",NULL,"Saipan","1945",NULL
"4675","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus waterstradti (Enderlein)",NULL,"Guam","1945",NULL
"4676","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus boharte Thornton and Wong",NULL,"Bonin Is","1957",NULL
"4677","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus denervus Thornton and Wong",NULL,"Saipan","1944",NULL
"4678","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus denervus Thornton and Wong",NULL,"Guam","1945",NULL
"4679","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus denervus Thornton and Wong",NULL,"Babelthuap","1957",NULL
"4680","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus denervus Thornton and Wong",NULL,"Koror","1952",NULL
"4681","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus denervus Thornton and Wong",NULL,"Yap","1957",NULL
"4682","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus denervus Thornton and Wong",NULL,"Truk","1952",NULL
"4683","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus denervus Thornton and Wong",NULL,"Ponape","1953",NULL
"4684","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus denervus Thornton and Wong",NULL,"Kusaie","1953",NULL
"4685","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus denervus Thornton and Wong",NULL,"Gilbert Is.","1957",NULL
"4686","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus fenestratus Thornton and Wong",NULL,"Saipan","1940",NULL
"4687","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus fenestratus Thornton and Wong",NULL,"Tinian","1945",NULL
"4688","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus fenestratus Thornton and Wong",NULL,"Guam","1952",NULL
"4689","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus marginatus Thornton and Wong",NULL,"Saipan","1945",NULL
"4690","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus marginatus Thornton and Wong",NULL,"Tinian","1945",NULL
"4691","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus marginatus Thornton and Wong",NULL,"Guam","1958",NULL
"4692","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus ornatoides Thornton and Wong",NULL,"Bonin Is.","1951",NULL
"4693","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus ornatoides Thornton and Wong",NULL,"Saipan","1944",NULL
"4694","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus ornatoides Thornton and Wong",NULL,"Tinian","1945",NULL
"4695","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus ornatoides Thornton and Wong",NULL,"Truk","1953",NULL
"4696","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus ornatoides Thornton and Wong",NULL,"Peleliu","1945",NULL
"4697","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus ornatoides Thornton and Wong",NULL,"Ponape","1953",NULL
"4698","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus ornatoides Thornton and Wong",NULL,"Kusaie","1953",NULL
"4699","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus ornatoides Thornton and Wong",NULL,"Marshall Is.","1958",NULL
"4700","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus paraplesius Thornton and Wong",NULL,"Truk","1953",NULL
"4701","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus salpinx Thornton and Wong",NULL,"Guam","1958",NULL
"4702","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus separatus Thornton and Wang",NULL,"Kusaie","1953",NULL
"4703","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus speciosus Thornton and Wong",NULL,"Babelthuap","1957",NULL
"4704","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus spilotus Thornton and Wong",NULL,"Marshall Is.","1950",NULL
"4705","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus spilotus Thornton and Wong",NULL,"Gilbert Is.","1957",NULL
"4706","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus Thysanus Thornton and Wong",NULL,"Saipan","1945",NULL
"4707","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus Thysanus Thornton and Wong",NULL,"Guam","1958",NULL
"4708","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus Thysanus Thornton and Wong",NULL,"Tinian","1945",NULL
"4709","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus villosus Thornton and Wong",NULL,"Truk","1952",NULL
"4710","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus villosus Thornton and Wong",NULL,"Ponape","1953",NULL
"4711","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus villosus Thornton and Wong",NULL,"Kusaie","1953",NULL
"4712","insects of Micronesia 8(4)","Ectopsocidae","Ectopsocus villosus Thornton and Wong",NULL,"Marshall Is.","1958",NULL
"4713","insects of Micronesia 8(4)","Peripsocidae","PeripsocusFerrogeneus Thornton and Wong",NULL,"Saipan","1944",NULL
"4714","insects of Micronesia 8(4)","Peripsocidae","PeripsocusFerrogeneus Thornton and Wong",NULL,"Tinian","1945",NULL
"4715","insects of Micronesia 8(4)","Peripsocidae","PeripsocusFerrogeneus Thornton and Wong",NULL,"Guam","1952",NULL
"4716","insects of Micronesia 8(4)","Peripsocidae","PeripsocusFerrogeneus Thornton and Wong",NULL,"Caroline Atolls","1952",NULL
"4717","insects of Micronesia 8(4)","Peripsocidae","PeripsocusFerrogeneus Thornton and Wong",NULL,"Truk","1953",NULL
"4718","insects of Micronesia 8(4)","Peripsocidae","PeripsocusFerrogeneus Thornton and Wong",NULL,"Yap","1952",NULL
"4719","insects of Micronesia 8(4)","Peripsocidae","PeripsocusFerrogeneus Thornton and Wong",NULL,"Ponape","1950",NULL
"4720","insects of Micronesia 8(4)","Peripsocidae","PeripsocusFerrogeneus Thornton and Wong",NULL,"Kusaie","1953",NULL
"4721","insects of Micronesia 8(4)","Peripsocidae","Peripsocus pauliani Badonnel",NULL,"Volcano Is.","1958",NULL
"4722","insects of Micronesia 8(4)","Peripsocidae","Peripsocus pauliani Badonnel",NULL,"Saipan","1944",NULL
"4723","insects of Micronesia 8(4)","Peripsocidae","Peripsocus pauliani Badonnel",NULL,"Tinian","1945",NULL
"4724","insects of Micronesia 8(4)","Peripsocidae","Peripsocus pauliani Badonnel",NULL,"Babelthuap","1957",NULL
"4725","insects of Micronesia 8(4)","Peripsocidae","Peripsocus pauliani Badonnel",NULL,"Yap","1950",NULL
"4726","insects of Micronesia 8(4)","Peripsocidae","Peripsocus pauliani Badonnel",NULL,"Marshall Is.","1956",NULL
"4727","insects of Micronesia 8(4)","Peripsocidae","Peripsocus suffitus Enderlein",NULL,"Guam","1942",NULL
"4728","insects of Micronesia 8(4)","Hemipsocidae","Hemipsocuds chloroticus (Hagen)",NULL,"Guam","1958",NULL
"4729","insects of Micronesia 8(4)","Hemipsocidae","Hemipsocuds chloroticus (Hagen)",NULL,"Yap","1950",NULL
"4730","insects of Micronesia 8(4)","Hemipsocidae","Hemipsocuds chloroticus (Hagen)",NULL,"Caroline Atolls","1952",NULL
"4731","insects of Micronesia 8(4)","Hemipsocidae","Hemipsocuds chloroticus (Hagen)",NULL,"Truk","1949",NULL
"4732","insects of Micronesia 8(4)","Hemipsocidae","Hemipsocuds chloroticus (Hagen)",NULL,"Kusaie","1953",NULL
"4733","insects of Micronesia 8(4)","Hemipsocidae","Hemipsocuds chloroticus (Hagen)",NULL,"Marshall Is.","1950",NULL
"4734","insects of Micronesia 8(4)","Hemipsocidae","Hemipsocus roseus (Hagen)",NULL,"Babelthuap","1939",NULL
"4735","insects of Micronesia 8(4)","Hemipsocidae","Hemipsocus roseus (Hagen)",NULL,"Koror","1952",NULL
"4736","insects of Micronesia 8(4)","Hemipsocidae","Hemipsocus roseus (Hagen)",NULL,"Ponape","1953",NULL
"4737","insects of Micronesia 8(4)","Pseudocaecilliidae","Heterocaecilius adamsi Lee and Thornton",NULL,"Ponape","1950",NULL
"4738","insects of Micronesia 8(4)","Pseudocaecilliidae","Heterocaecilius minotus Lee and Thornton",NULL,"Peleliu","1945",NULL
"4739","insects of Micronesia 8(4)","Pseudocaecilliidae","Heterocaecilius minotus Lee and Thornton",NULL,"Truk","1953",NULL
"4740","insects of Micronesia 8(4)","Pseudocaecilliidae","Heterocaecilius minotus Lee and Thornton",NULL,"Ponape","1953",NULL
"4741","insects of Micronesia 8(4)","Pseudocaecilliidae","Heterocaecilius minotus Lee and Thornton",NULL,"Kusaie","1953",NULL
"4742","insects of Micronesia 8(4)","Pseudocaecilliidae","Heterocaecilius minotus Lee and Thornton",NULL,"Marshall Is.","1946",NULL
"4743","insects of Micronesia 8(4)","Pseudocaecilliidae","Heterocaecilius campanula Lee and Thornton",NULL,"Ponape","1953",NULL
"4744","insects of Micronesia 8(4)","Pseudocaecilliidae","Heterocaecilius campanula Lee and Thornton",NULL,"Caroline Atolls","1946",NULL
"4745","insects of Micronesia 8(4)","Pseudocaecilliidae","Heterocaecilius campanula Lee and Thornton",NULL,"Marshall Is.","1946",NULL
"4746","insects of Micronesia 8(4)","Pseudocaecilliidae","Heterocaecilius campanula Lee and Thornton",NULL,"Gilbert Is.","1957",NULL
"4747","insects of Micronesia 8(4)","Pseudocaecilliidae","Heterocaecilius dybasi Lee and Thornton",NULL,"Saipan","1945",NULL
"4748","insects of Micronesia 8(4)","Pseudocaecilliidae","Heterocaecilius dybasi Lee and Thornton",NULL,"Gilbert Is.","1957",NULL
